["OBSERVED": Code,Name,DisplayName,ShortName,XGeoLocation,YGeoLocation,Country,CountryGMT,HeightAboveSea,Parameters,Description]
AT31501;Ternitz;Ternitz;Tern;16.0445;47.7167;Italy;GMT;380.000;Descr of: Ternitz;O3*WS*TEMP
AT31502;Payerbach;Payerbach;Paye;15.8547;47.6700;Italy;GMT;890.000;Descr of: Payerbach;O3*NO2*WS*TEMP
AT31701;Dunkelsteinerwald;Dunkelsteinerwald;Dunk;15.5467;48.3711;Italy;GMT;305.000;Descr of: Dunkelsteinerwald;O3*NO2*WS*TEMP
AT31703;Traismauer;Traismauer;Trai;15.7470;48.3533;Italy;GMT;190.000;Descr of: Traismauer;PM10*NO2*WS*TEMP
AT31901;TullnLeopoldgasse;TullnLeopoldgasse;Tull;16.0595;48.3314;Italy;GMT;290.000;Descr of: TullnLeopoldgasse;O3*PM10*NO2*WS*TEMP
AT31902;Zwentendorf;Zwentendorf;Zwen;15.9092;48.3283;Italy;GMT;200.000;Descr of: Zwentendorf;PM10*NO2
AT31903;TrasdorfimTullnerfeld;TrasdorfimTullnerfeld;Tras;15.8597;48.3317;Italy;GMT;192.000;Descr of: TrasdorfimTullnerfeld;PM10*NO2
AT31904;StreithofenimTullnerfeld;StreithofenimTullnerfeld;Stre;15.9361;48.2767;Italy;GMT;220.000;Descr of: StreithofenimTullnerfeld;O3*PM10*NO2*WS*TEMP
AT31905;NeusiedlimTullnerfeld;NeusiedlimTullnerfeld;Neus;15.9667;48.3222;Italy;GMT;182.000;Descr of: NeusiedlimTullnerfeld;PM10*NO2*WS*TEMP
AT31906;TulbingerKogel;TulbingerKogel;Tulb;16.1486;48.2822;Italy;GMT;495.000;Descr of: TulbingerKogel;NO2*WS*TEMP
AT32101;Wiesmath;Wiesmath;Wies;16.2931;47.6083;Italy;GMT;738.000;Descr of: Wiesmath;O3
AT32301;StPaltenEybnerstraae;StPaltenEybnerstraae;StPa;15.6317;48.2114;Italy;GMT;270.000;Descr of: StPaltenEybnerstraae;O3*PM10*PM25*NO2*WS*TEMP
AT32302;StPaltenEuropaplatz;StPaltenEuropaplatz;StPa;15.6111;48.2100;Italy;GMT;271.000;Descr of: StPaltenEuropaplatz;PM10*NO2*WS*TEMP
AT32401;WienerNeustadtNeuklosterwiese;WienerNeustadtNeuklosterwiese;Wien;16.2550;47.8142;Italy;GMT;265.000;Descr of: WienerNeustadtNeuklosterwiese;O3*PM10*NO2*WS*TEMP
AT32501;Krems;Krems;Krem;15.6203;48.4094;Italy;GMT;190.000;Descr of: Krems;O3*PM10*NO2*WS*TEMP
AT56071;ZellamSeeKrankenhaus;ZellamSeeKrankenhaus;Zell;12.8139;47.3394;Italy;GMT;770.000;Descr of: ZellamSeeKrankenhaus;O3*WS*TEMP
AT60141;LeobenGaa;LeobenGaa;Leob;15.0989;47.3594;Italy;GMT;554.000;Descr of: LeobenGaa;PM10*NO2*WS*TEMP
AT60143;LeobenZentrum;LeobenZentrum;Leob;15.0900;47.3831;Italy;GMT;540.000;Descr of: LeobenZentrum;O3*PM10*NO2*WS*TEMP
AT60145;Kapfenberg;Kapfenberg;Kapf;15.2903;47.4456;Italy;GMT;517.000;Descr of: Kapfenberg;PM10*NO2*WS*TEMP
AT60150;Rennfeld;Rennfeld;Renn;15.3608;47.4050;Italy;GMT;1620.00;Descr of: Rennfeld;O3*WS*TEMP
AT60156;Masenberg;Masenberg;Mase;15.8820;47.3481;Italy;GMT;1137.00;Descr of: Masenberg;O3*PM10*NO2
AT60180;BruckanderMurFlurgasse;BruckanderMurFlurgasse;Bruc;15.2533;47.4094;Italy;GMT;485.000;Descr of: BruckanderMurFlurgasse;PM10*NO2*WS*TEMP
AT60194;MarzzuschlagRoseggerpark;MarzzuschlagRoseggerpark;Marz;15.6731;47.6047;Italy;GMT;679.000;Descr of: MarzzuschlagRoseggerpark;O3*PM10*NO2*WS*TEMP
AT72106;InnsbruckReichenau;InnsbruckReichenau;Inns;11.4178;47.2717;Italy;GMT;570.000;Descr of: InnsbruckReichenau;O3*PM10*NO2*WS*TEMP
AT72110;InnsbruckZentrumFallmerayerstr;InnsbruckZentrumFallmerayerstr;Inns;11.3931;47.2631;Italy;GMT;580.000;Descr of: InnsbruckZentrumFallmerayerstr;PM10*PM25*NO2*WS*TEMP
AT72113;InnsbruckSadrach;InnsbruckSadrach;Inns;11.3667;47.2711;Italy;GMT;670.000;Descr of: InnsbruckSadrach;O3*WS*TEMP
AT72123;InnsbruckNordkette;InnsbruckNordkette;Inns;11.3781;47.3061;Italy;GMT;1910.00;Descr of: InnsbruckNordkette;O3*NO2*WS*TEMP
AT72218;KarwendelWest;KarwendelWest;Karw;11.2283;47.3428;Italy;GMT;1730.00;Descr of: KarwendelWest;O3*WS*TEMP
AT72538;KramsachAngerberg;KramsachAngerberg;Kram;11.9106;47.4592;Italy;GMT;600.000;Descr of: KramsachAngerberg;O3*PM10*NO2
AT72547;KufsteinFestung;KufsteinFestung;Kufs;12.1697;47.5819;Italy;GMT;550.000;Descr of: KufsteinFestung;O3*WS*TEMP
AT72552;KufsteinPraxmarerstraae;KufsteinPraxmarerstraae;Kufs;12.1736;47.5864;Italy;GMT;505.000;Descr of: KufsteinPraxmarerstraae;PM10*NO2*WS*TEMP
AT72705;HafenLarchbichl;HafenLarchbichl;Hafe;10.6822;47.4700;Italy;GMT;880.000;Descr of: HafenLarchbichl;O3
AT900ZA;WienHoheWarteZentralanstaltfarMeteorologieundGeodyn;WienHoheWarteZentralanstaltfarMeteorologieundGeodyn;Wien;16.3578;48.2492;Italy;GMT;207.000;Descr of: WienHoheWarteZentralanstaltfarMeteorologieundGeodyn;O3*NO2*WS*TEMP
AT90AKC;WienWahringerGartel;WienWahringerGartel;Wien;16.3458;48.2192;Italy;GMT;185.000;Descr of: WienWahringerGartel;PM10*PM25*NO2*WS*TEMP
AT90FLO;WienFloridsdorfGerichtsgasse;WienFloridsdorfGerichtsgasse;Wien;16.3970;48.2608;Italy;GMT;155.000;Descr of: WienFloridsdorfGerichtsgasse;PM10*NO2*WS*TEMP
AT90LOB;WienLobauGrundwasserwerk;WienLobauGrundwasserwerk;Wien;16.5267;48.1625;Italy;GMT;150.000;Descr of: WienLobauGrundwasserwerk;O3*PM10*NO2*WS*TEMP
AT90MBA;WienHietzingerKai;WienHietzingerKai;Wien;16.3020;48.1889;Italy;GMT;195.000;Descr of: WienHietzingerKai;NO2*WS*TEMP
AT90TAB;WienTaborstrasse;WienTaborstrasse;Wien;16.3820;48.2181;Italy;GMT;160.000;Descr of: WienTaborstrasse;PM10*PM25*NO2*WS*TEMP
AT9BELG;WienBelgradplatz;WienBelgradplatz;Wien;16.3631;48.1750;Italy;GMT;220.000;Descr of: WienBelgradplatz;PM10*NO2*WS*TEMP
AT9GAUD;WienGaudenzdorf;WienGaudenzdorf;Wien;16.3406;48.1878;Italy;GMT;175.000;Descr of: WienGaudenzdorf;PM10*NO2*WS*TEMP
AT9JAEG;WienHermannskogel;WienHermannskogel;Wien;16.2989;48.2711;Italy;GMT;520.000;Descr of: WienHermannskogel;O3*NO2*WS*TEMP
AT9KEND;WienKendlerstraae;WienKendlerstraae;Wien;16.3106;48.2056;Italy;GMT;230.000;Descr of: WienKendlerstraae;PM10*NO2*WS*TEMP
AT9RINN;WienRinnbackstraae;WienRinnbackstraae;Wien;16.4078;48.1850;Italy;GMT;160.000;Descr of: WienRinnbackstraae;PM10*NO2*WS*TEMP
AT9SCHA;WienSchafbergbad;WienSchafbergbad;Wien;16.3031;48.2358;Italy;GMT;320.000;Descr of: WienSchafbergbad;PM10*NO2*WS*TEMP
AT9STAD;WienStadlau;WienStadlau;Wien;16.4606;48.2281;Italy;GMT;155.000;Descr of: WienStadlau;PM10*NO2*WS*TEMP
AT9STEF;WienStephansplatz;WienStephansplatz;Wien;16.3739;48.2089;Italy;GMT;173.000;Descr of: WienStephansplatz;O3*NO2*WS*TEMP
BELAB01;40AB01ANTWERPEN;40AB01ANTWERPEN;40AB;4.32985;51.2810;Italy;GMT;10.0000;Descr of: 40AB01ANTWERPEN;PM10*WS*TEMP
BELAB02;40AB02BERENDRECHT;40AB02BERENDRECHT;40AB;4.32182;51.3407;Italy;GMT;10.0000;Descr of: 40AB02BERENDRECHT;PM10*WS*TEMP
BELAL01;40AL01LINKEROEVER;40AL01LINKEROEVER;40AL;4.38522;51.2362;Italy;GMT;10.0000;Descr of: 40AL01LINKEROEVER;PM10*WS*TEMP
BELHB23;40HB23HOBOKEN;40HB23HOBOKEN;40HB;4.34101;51.1703;Italy;GMT;13.0000;Descr of: 40HB23HOBOKEN;PM10*NO2*WS*TEMP
BELLD02;40LD02LAAKDAL;40LD02LAAKDAL;40LD;5.02154;51.1204;Italy;GMT;22.0000;Descr of: 40LD02LAAKDAL;NO2*WS*TEMP
BELML01;40ML01MECHELEN;40ML01MECHELEN;40ML;4.46237;51.0160;Italy;GMT;12.0000;Descr of: 40ML01MECHELEN;PM10*PM25*NO2*WS*TEMP
BELMN01;40MN01MENEN;40MN01MENEN;40MN;3.10964;50.7935;Italy;GMT;10.0000;Descr of: 40MN01MENEN;PM10*WS*TEMP
BELRL01;40RL01ROESELARE;40RL01ROESELARE;40RL;3.12116;50.9532;Italy;GMT;20.0000;Descr of: 40RL01ROESELARE;PM10*WS*TEMP
BELSZ02;40SZ02STEENOKKERZ;40SZ02STEENOKKERZ;40SZ;4.51219;50.9130;Italy;GMT;15.0000;Descr of: 40SZ02STEENOKKERZ;PM10*NO2*WS*TEMP
BETB004;41B004STECATHERI;41B004STECATHERI;41B0;4.34859;50.8508;Italy;GMT;15.0000;Descr of: 41B004STECATHERI;O3*NO2*WS*TEMP
BETB005;41B005BELLIARD;41B005BELLIARD;41B0;4.37873;50.8401;Italy;GMT;20.0000;Descr of: 41B005BELLIARD;NO2*WS*TEMP
BETB006;41B006PARLEUROPE;41B006PARLEUROPE;41B0;4.37439;50.8386;Italy;GMT;80.0000;Descr of: 41B006PARLEUROPE;O3*NO2*WS*TEMP
BETB011;41B011BERCHEMSA;41B011BERCHEMSA;41B0;4.28834;50.8580;Italy;GMT;30.0000;Descr of: 41B011BERCHEMSA;O3*PM10*PM25*NO2*WS*TEMP
BETH201;43H201LIEGE;43H201LIEGE;43H2;5.54747;50.6250;Italy;GMT;160.000;Descr of: 43H201LIEGE;PM10*WS*TEMP
BETM204;43M204ANGLEUR;43M204ANGLEUR;43M2;5.61115;50.6119;Italy;GMT;70.0000;Descr of: 43M204ANGLEUR;PM10*PM25*WS*TEMP
BETMEU1;41MEU1MEUDON;41MEU1MEUDON;41ME;4.39272;50.8951;Italy;GMT;50.0000;Descr of: 41MEU1MEUDON;PM10*PM25*NO2*WS*TEMP
BETN012;44N012MOERKERKE;44N012MOERKERKE;44N0;3.36253;51.2546;Italy;GMT;3.00000;Descr of: 44N012MOERKERKE;O3*PM10*NO2*WS
BETN016;42N016DESSEL;42N016DESSEL;42N0;5.16398;51.2337;Italy;GMT;30.0000;Descr of: 42N016DESSEL;O3*PM10*NO2
BETN027;42N027BREE;42N027BREE;42N0;5.60666;51.1337;Italy;GMT;48.0000;Descr of: 42N027BREE;O3*NO2*WS*TEMP
BETN035;42N035AARSCHOT;42N035AARSCHOT;42N0;4.83762;50.9775;Italy;GMT;55.0000;Descr of: 42N035AARSCHOT;O3*PM10*NO2
BETN040;42N040STPLEEUWG;42N040STPLEEUWG;42N0;4.22519;50.7681;Italy;GMT;20.0000;Descr of: 42N040STPLEEUWG;O3*NO2*WS*TEMP
BETN045;42N045HASSELT;42N045HASSELT;42N0;5.36838;50.9397;Italy;GMT;41.0000;Descr of: 42N045HASSELT;O3*PM10*PM25*NO2
BETN046;42N046GELLIK;42N046GELLIK;42N0;5.61888;50.8823;Italy;GMT;70.0000;Descr of: 42N046GELLIK;O3*NO2*WS*TEMP
BETN051;44N051IDEGEM;44N051IDEGEM;44N0;3.93029;50.7989;Italy;GMT;15.0000;Descr of: 44N051IDEGEM;O3
BETN052;44N052ZWEVEGEM;44N052ZWEVEGEM;44N0;3.32250;50.8149;Italy;GMT;27.0000;Descr of: 44N052ZWEVEGEM;O3*PM10*NO2
BETN054;42N054WALSHOUTEM;42N054WALSHOUTEM;42N0;5.10316;50.7117;Italy;GMT;135.000;Descr of: 42N054WALSHOUTEM;O3*PM10*NO2
BETN063;43N063CORROYLG;43N063CORROYLG;43N0;4.66829;50.6554;Italy;GMT;145.000;Descr of: 43N063CORROYLG;O3*PM10*PM25*NO2*WS*TEMP
BETN066;43N066EUPEN;43N066EUPEN;43N0;6.00233;50.6289;Italy;GMT;295.000;Descr of: 43N066EUPEN;O3*PM10*PM25*NO2*WS*TEMP
BETN070;43N070MONS;43N070MONS;43N0;3.93972;50.4652;Italy;GMT;30.0000;Descr of: 43N070MONS;O3*PM10*PM25*NO2
BETN073;43N073VEZIN;43N073VEZIN;43N0;4.98842;50.5027;Italy;GMT;160.000;Descr of: 43N073VEZIN;O3*PM10*NO2
BETN085;43N085VIELSALM;43N085VIELSALM;43N0;6.00174;50.3032;Italy;GMT;490.000;Descr of: 43N085VIELSALM;O3*PM10*PM25*NO2*WS*TEMP
BETN093;43N093SINSIN;43N093SINSIN;43N0;5.23517;50.2745;Italy;GMT;265.000;Descr of: 43N093SINSIN;O3*PM10*PM25*NO2
BETN100;43N100DOURBES;43N100DOURBES;43N1;4.59476;50.0957;Italy;GMT;225.000;Descr of: 43N100DOURBES;O3*PM10*PM25*NO2*WS*TEMP
BETN113;43N113SAINTODE;43N113SAINTODE;43N1;5.59302;50.0270;Italy;GMT;510.000;Descr of: 43N113SAINTODE;O3*PM10*NO2*WS*TEMP
BETR001;41R001MOLENBEEK;41R001MOLENBEEK;41R0;4.33382;50.8497;Italy;GMT;15.0000;Descr of: 41R001MOLENBEEK;O3*PM10*PM25*NO2*WS*TEMP
BETR010;42R010STSTEVENSW;42R010STSTEVENSW;42R0;4.42843;50.8651;Italy;GMT;68.0000;Descr of: 42R010STSTEVENSW;NO2*WS*TEMP
BETR012;41R012UCCLE;41R012UCCLE;41R0;4.35854;50.7966;Italy;GMT;100.000;Descr of: 41R012UCCLE;O3*PM10*PM25*NO2*WS*TEMP
BETR201;43R201LIEGE;43R201LIEGE;43R2;5.57523;50.6286;Italy;GMT;65.0000;Descr of: 43R201LIEGE;O3*PM10*PM25*NO2*WS*TEMP
BETR221;43R221LIEGE;43R221LIEGE;43R2;5.62784;50.6584;Italy;GMT;65.0000;Descr of: 43R221LIEGE;PM10*WS*TEMP
BETR222;43R222SERAING;43R222SERAING;43R2;5.57022;50.6134;Italy;GMT;65.0000;Descr of: 43R222SERAING;O3*PM10*NO2*WS*TEMP
BETR501;45R501CHARLEROI;45R501CHARLEROI;45R5;4.45217;50.4093;Italy;GMT;115.000;Descr of: 45R501CHARLEROI;PM10*PM25*NO2*WS*TEMP
BETR502;45R502LODELINSART;45R502LODELINSART;45R5;4.45868;50.4290;Italy;GMT;135.000;Descr of: 45R502LODELINSART;O3*PM10*PM25*NO2*WS*TEMP
BETR510;45R510CHATELINEAU;45R510CHATELINEAU;45R5;4.52113;50.4164;Italy;GMT;118.000;Descr of: 45R510CHATELINEAU;PM10*WS*TEMP
BETR511;45R511MARCINELLE;45R511MARCINELLE;45R5;4.42470;50.3776;Italy;GMT;157.000;Descr of: 45R511MARCINELLE;PM10*PM25*WS*TEMP
BETR701;44R701GENT;44R701GENT;44R7;3.72930;51.0581;Italy;GMT;5.00000;Descr of: 44R701GENT;O3*PM10*PM25*NO2*WS*TEMP
BETR710;44R710DESTELBERGE;44R710DESTELBERGE;44R7;3.77526;51.0613;Italy;GMT;6.00000;Descr of: 44R710DESTELBERGE;O3*PM10*NO2*WS*TEMP
BETR801;42R801BORGERHOUT;42R801BORGERHOUT;42R8;4.43182;51.2097;Italy;GMT;6.00000;Descr of: 42R801BORGERHOUT;O3*PM10*PM25*NO2*WS*TEMP
BETR802;42R802BORGERHOUT;42R802BORGERHOUT;42R8;4.43182;51.2097;Italy;GMT;6.00000;Descr of: 42R802BORGERHOUT;PM10*PM25*WS*TEMP
BETR811;42R811SCHOTEN;42R811SCHOTEN;42R8;4.49136;51.2521;Italy;GMT;8.00000;Descr of: 42R811SCHOTEN;O3*PM10*NO2*WS*TEMP
BETR821;42R821BEVEREN;42R821BEVEREN;42R8;4.25032;51.2155;Italy;GMT;11.0000;Descr of: 42R821BEVEREN;NO2
BETR833;42R833STABROEK;42R833STABROEK;42R8;4.36226;51.3277;Italy;GMT;5.00000;Descr of: 42R833STABROEK;PM10*PM25*WS*TEMP
BETR841;42R841MECHELEN;42R841MECHELEN;42R8;4.46932;51.0025;Italy;GMT;8.00000;Descr of: 42R841MECHELEN;O3*PM10*PM25*NO2*WS*TEMP
BG0024A;GaraYanaSofia;GaraYanaSofia;Gara;23.5464;42.7275;Italy;GMT;577.000;Descr of: GaraYanaSofia;PM10*WS*TEMP
BG0025A;PirdopRloE;PirdopRloE;Pird;24.1869;42.7056;Italy;GMT;800.000;Descr of: PirdopRloE;PM10
BG0040A;AMSNadejdaSofia;AMSNadejdaSofia;AMSN;23.3003;42.7322;Italy;GMT;500.000;Descr of: AMSNadejdaSofia;O3*PM10*NO2*WS*TEMP
BG0043A;AMSRailStationVratza;AMSRailStationVratza;AMSR;23.5586;43.2136;Italy;GMT;350.000;Descr of: AMSRailStationVratza;O3*PM10*NO2*WS*TEMP
BG0045A;AMSVazragdaneRuse;AMSVazragdaneRuse;AMSV;25.9770;43.8569;Italy;GMT;50.0000;Descr of: AMSVazragdaneRuse;O3*PM10*PM25*NO2*WS*TEMP
BG0046A;TzarkvaPerkik;TzarkvaPerkik;Tzar;23.1242;42.5881;Italy;GMT;770.000;Descr of: TzarkvaPerkik;PM10*PM25
BG0047A;RIoEPazarjik;RIoEPazarjik;RIoE;24.3386;42.1931;Italy;GMT;210.000;Descr of: RIoEPazarjik;PM10*WS*TEMP
BG0050A;KrasnoSelo;KrasnoSelo;Kras;23.2828;42.6739;Italy;GMT;590.000;Descr of: KrasnoSelo;O3*PM10*PM25*NO2*WS*TEMP
BG0052A;DrujbaSofia;DrujbaSofia;Druj;23.3825;42.6733;Italy;GMT;540.000;Descr of: DrujbaSofia;O3*PM10*NO2*WS*TEMP
BG0054A;AMSOrlovmostSofia;AMSOrlovmostSofia;AMSO;23.3381;42.6908;Italy;GMT;500.000;Descr of: AMSOrlovmostSofia;PM10*NO2*WS*TEMP
BG0058A;AMSBlagoevgrad;AMSBlagoevgrad;AMSB;23.0878;42.0144;Italy;GMT;356.000;Descr of: AMSBlagoevgrad;O3*PM10*NO2
BG0060A;Montana;Montana;Mont;23.2236;43.4161;Italy;GMT;160.000;Descr of: Montana;PM10
BG0066A;AMSLovech;AMSLovech;AMSL;24.4250;43.0813;Italy;GMT;200.000;Descr of: AMSLovech;PM10
BG0070A;AISKopitoto;AISKopitoto;AISK;23.2439;42.6372;Italy;GMT;1323.00;Descr of: AISKopitoto;O3*PM10*PM25*NO2*WS*TEMP
BG0073A;AMSPavlovo;AMSPavlovo;AMSP;23.1539;42.3957;Italy;GMT;615.000;Descr of: AMSPavlovo;O3*PM10*NO2
CH0011A;LuganoUniversita;LuganoUniversita;Luga;8.95717;46.0111;Italy;GMT;281.000;Descr of: LuganoUniversita;O3*PM10*NO2*WS*TEMP
CH0033A;MagadinoCadenazzo;MagadinoCadenazzo;Maga;8.93394;46.1604;Italy;GMT;204.000;Descr of: MagadinoCadenazzo;O3*PM10*NO2*WS*TEMP
CH0043A;LuganoPregassona;LuganoPregassona;Luga;8.96752;46.0259;Italy;GMT;305.000;Descr of: LuganoPregassona;O3*PM10*NO2*WS*TEMP
CH0050A;MeyrinVaudagne;MeyrinVaudagne;Meyr;6.07418;46.2311;Italy;GMT;439.000;Descr of: MeyrinVaudagne;O3*PM10*NO2*WS*TEMP
CH0051A;AvullyPasseiry;AvullyPasseiry;Avul;6.00519;46.1626;Italy;GMT;427.000;Descr of: AvullyPasseiry;O3*PM10*NO2*WS*TEMP
CZ0003R;Kosetice;Kosetice;Kose;15.0833;49.5833;Italy;GMT;534.000;Descr of: Kosetice;PM10*PM25*WS*TEMP
CZ0ABRA;Pha4Branik;Pha4Branik;Pha4;14.4139;50.0428;Italy;GMT;202.000;Descr of: Pha4Branik;PM10*NO2*WS*TEMP
CZ0AKAL;Pha8Karlin;Pha8Karlin;Pha8;14.4422;50.0942;Italy;GMT;203.000;Descr of: Pha8Karlin;PM10*PM25*NO2*WS*TEMP
CZ0AKOB;Pha8Kobylisy;Pha8Kobylisy;Pha8;14.4672;50.1219;Italy;GMT;269.000;Descr of: Pha8Kobylisy;O3*PM10*NO2*WS*TEMP
CZ0ALEG;Pha2Legerova;Pha2Legerova;Pha2;14.4300;50.0725;Italy;GMT;219.000;Descr of: Pha2Legerova;PM10*NO2*WS*TEMP
CZ0ALIB;Pha4Libus;Pha4Libus;Pha4;14.4489;50.0081;Italy;GMT;301.000;Descr of: Pha4Libus;O3*PM10*PM25*NO2*WS*TEMP
CZ0AMLY;Pha5Mlynarka;Pha5Mlynarka;Pha5;14.3869;50.0719;Italy;GMT;233.000;Descr of: Pha5Mlynarka;PM10*PM25*NO2*WS*TEMP
CZ0AREP;Pha1namRepubliky;Pha1namRepubliky;Pha1;14.4295;50.0883;Italy;GMT;195.000;Descr of: Pha1namRepubliky;O3*PM10*NO2*WS*TEMP
CZ0ARIE;Pha2Riegrovysady;Pha2Riegrovysady;Pha2;14.4439;50.0831;Italy;GMT;256.000;Descr of: Pha2Riegrovysady;PM10*NO2*WS*TEMP
CZ0ASMI;Pha5Smichov;Pha5Smichov;Pha5;14.3981;50.0883;Italy;GMT;216.000;Descr of: Pha5Smichov;O3*PM10*PM25*NO2*WS*TEMP
CZ0ASTO;Pha5Stodulky;Pha5Stodulky;Pha5;14.3314;50.0461;Italy;GMT;309.000;Descr of: Pha5Stodulky;O3*PM10*NO2*WS*TEMP
CZ0ASUC;Pha6Suchdol;Pha6Suchdol;Pha6;14.3847;50.1264;Italy;GMT;277.000;Descr of: Pha6Suchdol;O3*PM10*NO2*WS*TEMP
CZ0AVEL;Pha6Veleslavin;Pha6Veleslavin;Pha6;14.3525;50.0975;Italy;GMT;286.000;Descr of: Pha6Veleslavin;O3*PM10*NO2*WS*TEMP
CZ0AVRS;Pha10Vrsovice;Pha10Vrsovice;Pha1;14.4475;50.0672;Italy;GMT;201.000;Descr of: Pha10Vrsovice;PM10*NO2*WS*TEMP
CZ0AVYN;Pha9Vysocany;Pha9Vysocany;Pha9;14.5028;50.1111;Italy;GMT;219.000;Descr of: Pha9Vysocany;O3*PM10*PM25*NO2*WS*TEMP
CZ0BKUC;Kucharovice;Kucharovice;Kuch;16.0859;48.8811;Italy;GMT;334.000;Descr of: Kucharovice;O3*PM10*WS*TEMP
CZ0BLOC;Lovcice;Lovcice;Lovc;17.0708;49.0686;Italy;GMT;245.000;Descr of: Lovcice;PM10
CZ0BMIS;MikulovSedlec;MikulovSedlec;Miku;16.7250;48.7922;Italy;GMT;245.000;Descr of: MikulovSedlec;O3*PM10*NO2*WS*TEMP
CZ0CKOC;Kocelovice;Kocelovice;Koce;13.8383;49.4672;Italy;GMT;519.000;Descr of: Kocelovice;O3*WS*TEMP
CZ0CTAB;Tabor;Tabor;Tabo;14.6753;49.4114;Italy;GMT;400.000;Descr of: Tabor;O3*PM10*NO2
CZ0EPAO;PardubiceRosice;PardubiceRosice;Pard;15.7395;50.0422;Italy;GMT;217.000;Descr of: PardubiceRosice;O3*NO2*WS*TEMP
CZ0EPAU;PardubiceDukla;PardubiceDukla;Pard;15.7622;50.0242;Italy;GMT;239.000;Descr of: PardubiceDukla;O3*PM10*PM25*NO2*WS*TEMP
CZ0HJIC;Jicin;Jicin;Jici;15.3528;50.4394;Italy;GMT;283.000;Descr of: Jicin;PM10*PM25
